contig_name,start_18S,end_18S,start_28S,end_28S,ITS_start,ITS_end,strand,score,genome_name,ITS_length
FM992695.1,1863369,1865154,1865295,1869392,1865155,1865294,+,1524.7,GCA_000026945.1,139
CH408039.1,1544,3353,3530,7109,3354,3529,+,1389.4,GCA_000143365.1,175
CH408039.1,9419,11240,11417,14962,11241,11416,+,1300.9,GCA_000143365.1,175
CH445380.1,11828,13625,13813,17350,13626,13812,+,957.4,GCA_000146915.2,186
CH445329.1,1313209,1315005,1315193,1318883,1315006,1315192,+,801.3,GCA_000146915.2,186
CH445329.1,1321974,1323770,1323958,1327492,1323771,1323957,+,1486.3,GCA_000146915.2,186
CH445329.1,1330653,1332449,1332637,1336171,1332450,1332636,+,1491.2,GCA_000146915.2,186
CH445329.1,1339301,1341114,1341303,1346682,1341115,1341302,+,1403.8,GCA_000146915.2,187
CH445329.1,1346649,1348445,1348633,1352167,1348446,1348632,+,1491.2,GCA_000146915.2,186
CH445329.1,1355328,1357124,1357312,1360846,1357125,1357311,+,1491.2,GCA_000146915.2,186
CH445329.1,1363980,1365793,1365982,1371358,1365794,1365981,+,1403.8,GCA_000146915.2,187
CH445329.1,1371325,1373121,1373309,1376843,1373122,1373308,+,1491.2,GCA_000146915.2,186
CH445329.1,1380004,1381800,1381988,1385522,1381801,1381987,+,1491.2,GCA_000146915.2,186
CH445329.1,1395984,1397780,1397968,1401502,1397781,1397967,+,1491.2,GCA_000146915.2,186
CH445329.1,1404662,1406458,1406646,1410180,1406459,1406645,+,1491.2,GCA_000146915.2,186
CH445329.1,1413310,1415123,1415312,1420690,1415124,1415311,+,1403.8,GCA_000146915.2,187
CH445329.1,1420657,1422453,1422641,1426175,1422454,1422640,+,1491.2,GCA_000146915.2,186
CH445329.1,1429335,1431131,1431319,1434853,1431132,1431318,+,1491.2,GCA_000146915.2,186
CH445329.1,1445327,1447123,1447311,1450845,1447124,1447310,+,1491.2,GCA_000146915.2,186
CH445329.1,1454005,1455801,1455989,1459523,1455802,1455988,+,1491.2,GCA_000146915.2,186
CH445329.1,1469980,1471776,1471964,1475498,1471777,1471963,+,1491.2,GCA_000146915.2,186
CH445329.1,1478658,1480454,1480642,1484176,1480455,1480641,+,1491.2,GCA_000146915.2,186
CH445329.1,1494243,1496045,1496233,1499808,1496046,1496232,+,1476.5,GCA_000146915.2,186
CH445329.1,1502828,1504624,1504812,1508379,1504625,1504811,+,1491.2,GCA_000146915.2,186
CH445329.1,1511532,1513328,1513516,1517086,1513329,1513515,+,1491.2,GCA_000146915.2,186
CH445329.1,1520062,1521859,1522047,1525619,1521860,1522046,+,1476.5,GCA_000146915.2,186
CH445329.1,1528640,1530436,1530624,1534192,1530437,1530623,+,1491.2,GCA_000146915.2,186
CH445329.1,1537345,1539141,1539329,1542906,1539142,1539328,+,1491.2,GCA_000146915.2,186
CH445329.1,1545877,1547674,1547862,1551434,1547675,1547861,+,1476.5,GCA_000146915.2,186
CH445329.1,1554457,1556253,1556441,1560008,1556254,1556440,+,1491.2,GCA_000146915.2,186
CH445329.1,1563161,1564957,1565145,1568723,1564958,1565144,+,1491.2,GCA_000146915.2,186
CH445329.1,1571708,1573505,1573693,1577266,1573506,1573692,+,1476.5,GCA_000146915.2,186
CH445329.1,1580287,1582083,1582271,1585836,1582084,1582270,+,1491.2,GCA_000146915.2,186
CH445329.1,1588989,1590785,1590973,1594545,1590786,1590972,+,1491.2,GCA_000146915.2,186
DS267914.1,650,2448,2599,7286,2449,2598,+,1498.6,GCA_000146945.2,149
DS267914.1,11128,12926,13077,17764,12927,13076,+,1498.6,GCA_000146945.2,149
DS267914.1,21606,23410,23561,28251,23411,23560,+,1492.3,GCA_000146945.2,149
DS267914.1,32093,33891,34042,38729,33892,34041,+,1498.6,GCA_000146945.2,149
CM000694.1,1223407,1225203,1225432,1229093,1225204,1225431,+,1505.3,GCA_000149225.2,227
CM000694.1,1232063,1233859,1234088,1237585,1233860,1234087,+,1505.3,GCA_000149225.2,227
GG704915.1,3414704,3416502,3416723,3420190,3416503,3416722,+,1508.5,GCA_000149335.2,219
GG704915.1,3426148,3427946,3428167,3431634,3427947,3428166,+,1508.5,GCA_000149335.2,219
GG704915.1,3434118,3435916,3436137,3439608,3435917,3436136,+,1508.5,GCA_000149335.2,219
GG704915.1,3442095,3443905,3444127,3447594,3443906,3444126,+,1486.9,GCA_000149335.2,220
DS022269.1,4280,6074,6224,9902,6075,6223,+,1453.4,GCA_000149555.1,148
DS022269.1,12195,13989,14139,17817,13990,14138,+,1453.4,GCA_000149555.1,148
DS022269.1,20110,21904,22054,25731,21905,22053,+,1453.4,GCA_000149555.1,148
DS022269.1,31186,32980,33130,36808,32981,33129,+,1446.5,GCA_000149555.1,148
DS022269.1,39101,40895,41045,44723,40896,41044,+,1453.4,GCA_000149555.1,148
CM000580.1,824780,828405,828555,832247,828406,828554,+,1247.8,GCA_000149555.1,148
CM000580.1,834549,836343,836493,840171,836344,836492,+,1453.4,GCA_000149555.1,148
CH476599.1,1914898,1916717,1916906,1920601,1916718,1916905,+,1501.8,GCA_000149615.1,187
GG663373.1,639958,642161,642372,646069,642162,642371,+,1292.5,GCA_000150115.1,209
GG663373.1,648473,650675,650886,654596,650676,650885,+,1292.7,GCA_000150115.1,209
GG663373.1,656790,658992,659203,662897,658993,659202,+,1292.4,GCA_000150115.1,209
GG663373.1,665302,667505,667716,671413,667506,667715,+,1292.5,GCA_000150115.1,209
KN293998.1,489552,491350,491551,497796,491351,491550,+,1501.9,GCA_000150705.2,199
KN293998.1,497763,499561,499762,506008,499562,499761,+,1501.9,GCA_000150705.2,199
KN293998.1,505975,507773,507974,512101,507774,507973,+,1501.9,GCA_000150705.2,199
KN275988.1,46292,48091,48291,52413,48092,48290,+,1488.5,GCA_000150735.2,198
KN275988.1,54624,56422,56622,60744,56423,56621,+,1501.8,GCA_000150735.2,198
KN275988.1,103645,105443,105643,109948,105444,105642,+,1501.8,GCA_000150735.2,198
DS989826.1,1946487,1948285,1948514,1952010,1948286,1948513,+,1499.3,GCA_000150975.2,227
DS989826.1,1962656,1964452,1964681,1968173,1964453,1964680,+,1500.3,GCA_000150975.2,227
DS989826.1,1970517,1972315,1972544,1976038,1972316,1972543,+,1499.3,GCA_000150975.2,227
ACFW01000053.1,2792,4590,4811,8277,4591,4810,+,1507.5,GCA_000151335.1,219
ACFW01000043.1,1900609,1902407,1902628,1906093,1902408,1902627,+,1507.5,GCA_000151335.1,219
FN430270.1,6442,8290,8465,11972,8291,8464,+,1291.6,GCA_000151645.1,173
ABDG02000018.1,555538,557333,557520,561470,557334,557519,+,1444.6,GCA_000171015.2,185
KI440765.1,58117,59911,60104,65273,59912,60103,+,548.9,GCA_000182925.2,191
KI440765.1,146542,148336,148529,153647,148337,148528,+,464.6,GCA_000182925.2,191
KI440765.1,170635,172429,172622,177774,172430,172621,+,496.6,GCA_000182925.2,191
KI440765.1,179458,181252,181445,186402,181253,181444,+,492.3,GCA_000182925.2,191
CP017630.1,1891237,1893022,1893163,1896610,1893023,1893162,+,1525.5,GCA_000182965.3,139
ABRE01017991.1,4107,5940,6161,9843,5941,6160,+,1519.5,GCA_000183025.1,219
BA000055.1,2922898,2924695,2924879,2928354,2924696,2924878,+,1505.7,GCA_000184455.3,182
CP000287.1,1518807,1520610,1520734,1524256,1520611,1520733,+,1515.4,GCA_000185945.1,122
CP000287.1,1526934,1528737,1528861,1532383,1528738,1528860,+,1515.4,GCA_000185945.1,122
CP000287.1,1535061,1536864,1536988,1540510,1536865,1536987,+,1515.4,GCA_000185945.1,122
CP000287.1,1543188,1544991,1545115,1548637,1544992,1545114,+,1515.4,GCA_000185945.1,122
CP000287.1,1551315,1553118,1553241,1556763,1553119,1553240,+,1508.3,GCA_000185945.1,121
CP000287.1,1559441,1561244,1561368,1564890,1561245,1561367,+,1515.4,GCA_000185945.1,122
CP000287.1,1567568,1569371,1569498,1573022,1569372,1569497,+,1515.4,GCA_000185945.1,125
CP000287.1,1575700,1577503,1577627,1581149,1577504,1577626,+,1506.6,GCA_000185945.1,122
CP000287.1,1583827,1585630,1585754,1589276,1585631,1585753,+,1515.4,GCA_000185945.1,122
CP000287.1,1591954,1593757,1593881,1597406,1593758,1593880,+,1515.4,GCA_000185945.1,122
CP000287.1,1600084,1601887,1602011,1605533,1601888,1602010,+,1515.4,GCA_000185945.1,122
CP000287.1,1608210,1610013,1610137,1613659,1610014,1610136,+,1515.4,GCA_000185945.1,122
CP000287.1,1616337,1618140,1618264,1621786,1618141,1618263,+,1515.4,GCA_000185945.1,122
CP000287.1,1624464,1626267,1626391,1629913,1626268,1626390,+,1515.4,GCA_000185945.1,122
CP000287.1,1632591,1634394,1634518,1638042,1634395,1634517,+,1515.4,GCA_000185945.1,122
CP000287.1,1640720,1642523,1642647,1646169,1642524,1642646,+,1515.4,GCA_000185945.1,122
CP000287.1,1648847,1650650,1650774,1654296,1650651,1650773,+,1515.4,GCA_000185945.1,122
CP000287.1,1656974,1658777,1658901,1662423,1658778,1658900,+,1515.4,GCA_000185945.1,122
CP000287.1,1665101,1666905,1667029,1670551,1666906,1667028,+,1514.8,GCA_000185945.1,122
CP000287.1,1673229,1675032,1675156,1678678,1675033,1675155,+,1515.4,GCA_000185945.1,122
CP000287.1,1681356,1683160,1683284,1686806,1683161,1683283,+,1497.4,GCA_000185945.1,122
CP000287.1,1689484,1691287,1691411,1694933,1691288,1691410,+,1515.4,GCA_000185945.1,122
CP000287.1,1697611,1699414,1699538,1703060,1699415,1699537,+,1515.4,GCA_000185945.1,122
CP000287.1,1705738,1707541,1707665,1711187,1707542,1707664,+,1515.4,GCA_000185945.1,122
CP000287.1,1713865,1715668,1715792,1719314,1715669,1715791,+,1509.4,GCA_000185945.1,122
CP000287.1,1721992,1723795,1723919,1727441,1723796,1723918,+,1515.4,GCA_000185945.1,122
CP000287.1,1730119,1731922,1732046,1735568,1731923,1732045,+,1515.4,GCA_000185945.1,122
CP000287.1,1738246,1740049,1740173,1743695,1740050,1740172,+,1515.4,GCA_000185945.1,122
CP000287.1,1746373,1748176,1748300,1751822,1748177,1748299,+,1515.4,GCA_000185945.1,122
CP000287.1,1754500,1756303,1756427,1759949,1756304,1756426,+,1515.4,GCA_000185945.1,122
CP000287.1,1762627,1764430,1764554,1768076,1764431,1764553,+,1515.4,GCA_000185945.1,122
CP000287.1,1770754,1772557,1772681,1776203,1772558,1772680,+,1515.4,GCA_000185945.1,122
CP000287.1,1778881,1780684,1780808,1784330,1780685,1780807,+,1515.4,GCA_000185945.1,122
CP000287.1,1787008,1788811,1788935,1792457,1788812,1788934,+,1515.4,GCA_000185945.1,122
CP000287.1,1795135,1796938,1797062,1800584,1796939,1797061,+,1515.4,GCA_000185945.1,122
CP000287.1,1803262,1805065,1805189,1808711,1805066,1805188,+,1515.4,GCA_000185945.1,122
CP000287.1,1811389,1813192,1813316,1816838,1813193,1813315,+,1515.4,GCA_000185945.1,122
CP000287.1,1819516,1821319,1821443,1824965,1821320,1821442,+,1515.4,GCA_000185945.1,122
CP000287.1,1827643,1829446,1829570,1833092,1829447,1829569,+,1515.4,GCA_000185945.1,122
CP000287.1,1835770,1837573,1837697,1841219,1837574,1837696,+,1515.4,GCA_000185945.1,122
CP000287.1,1843897,1845700,1845824,1849346,1845701,1845823,+,1515.4,GCA_000185945.1,122
CP000287.1,1852024,1853827,1853951,1857473,1853828,1853950,+,1515.4,GCA_000185945.1,122
CP000287.1,1860151,1861954,1862078,1865600,1861955,1862077,+,1515.4,GCA_000185945.1,122
CP000287.1,1868278,1870081,1870205,1873727,1870082,1870204,+,1515.4,GCA_000185945.1,122
CP000287.1,1876405,1878208,1878332,1881854,1878209,1878331,+,1515.4,GCA_000185945.1,122
CP000287.1,1884532,1886335,1886459,1889981,1886336,1886458,+,1515.4,GCA_000185945.1,122
CP000287.1,1892659,1894462,1894586,1898108,1894463,1894585,+,1515.4,GCA_000185945.1,122
CP000287.1,1900786,1902589,1902713,1906235,1902590,1902712,+,1515.4,GCA_000185945.1,122
CP000287.1,1908913,1910716,1910840,1914362,1910717,1910839,+,1515.4,GCA_000185945.1,122
CP000287.1,1917040,1918843,1918967,1922489,1918844,1918966,+,1515.4,GCA_000185945.1,122
GL882880.1,1825050,1826839,1827031,1830867,1826840,1827030,+,1455.1,GCA_000203795.2,190
GL883115.1,761,2565,2759,6363,2566,2758,+,1416.6,GCA_000204055.1,192
GL883190.1,58327,60130,60324,63926,60131,60323,+,1416.5,GCA_000204055.1,192
GL883161.1,94690,96494,96688,101296,96495,96687,+,1416.7,GCA_000204055.1,192
CACM01000325.1,2909,4709,4932,8625,4710,4931,+,1510.6,GCA_000208805.1,221
CACM01000325.1,11213,13014,13237,17665,13015,13236,+,1510.4,GCA_000208805.1,221
GL945447.1,589413,591213,591421,597067,591214,591420,+,1471.7,GCA_000218685.1,206
GL945447.1,598556,600356,600564,606116,600357,600563,+,1450.0,GCA_000218685.1,206
GL945447.1,607607,609399,609606,613555,609400,609605,+,1414.8,GCA_000218685.1,205
GL945447.1,615647,617453,617661,622957,617454,617660,+,1505.9,GCA_000218685.1,206
GL945447.1,624457,626264,626472,631772,626265,626471,+,1513.0,GCA_000218685.1,206
GL945447.1,633272,635079,635287,638558,635080,635286,+,1513.0,GCA_000218685.1,206
GL988029.1,1533,3327,3515,7316,3328,3514,+,1457.4,GCA_000221225.1,186
GL996500.1,341446,343237,343373,346848,343238,343372,+,1524.3,GCA_000223485.1,134
JH126402.1,2843074,2845653,2845816,2851057,2845654,2845815,+,515.0,GCA_000225605.1,161
JH126402.1,2852196,2854775,2854938,2859988,2854776,2854937,+,530.9,GCA_000225605.1,161
CP003008.1,601305,603099,603271,606708,603100,603270,+,1455.2,GCA_000226095.1,170
CP003011.1,1881004,1882799,1882986,1889994,1882800,1882985,+,1454.8,GCA_000226115.1,185
FP929110.1,15799,17595,17761,23908,17596,17760,+,993.1,GCA_000230375.1,164
FP929118.1,27872,29671,29837,34730,29672,29836,+,942.9,GCA_000230375.1,164
FP929118.1,34697,36493,36659,42985,36494,36658,+,940.6,GCA_000230375.1,164
FP929110.1,54525,56321,56487,62575,56322,56486,+,1023.3,GCA_000230375.1,164
FP929110.1,62259,64104,64270,68918,64105,64269,+,825.8,GCA_000230375.1,164
FP929118.1,67290,69086,69252,73237,69087,69251,+,965.1,GCA_000230375.1,164
FP929118.1,82337,84133,84299,91195,84134,84298,+,915.2,GCA_000230375.1,164
FP929118.1,105807,107604,107770,113475,107605,107769,+,971.3,GCA_000230375.1,164
FP929118.1,113442,115238,115404,121900,115239,115403,+,983.9,GCA_000230375.1,164
FP929118.1,136344,138140,138306,144837,138141,138305,+,972.9,GCA_000230375.1,164
FP929118.1,152453,154249,154415,160773,154250,154414,+,1027.7,GCA_000230375.1,164
FP929118.1,176029,177825,177991,184767,177826,177990,+,1044.9,GCA_000230375.1,164
FP929118.1,230108,231904,232070,235683,231905,232069,+,985.5,GCA_000230375.1,164
CP002500.1,404528,406322,406531,410598,406323,406530,+,1502.5,GCA_000235365.1,207
CP002500.1,412589,414383,414592,420077,414384,414591,+,1502.5,GCA_000235365.1,207
HE612864.1,3424,5217,5361,8844,5218,5360,+,1496.1,GCA_000236905.1,142
HE806320.1,1316160,1317954,1318069,1321571,1317955,1318068,+,1495.3,GCA_000315915.1,113
KB205943.1,3433827,3435625,3435834,3438441,3435626,3435833,+,1507.3,GCA_000328965.1,207
KB446561.1,3589902,3592158,3592301,3599334,3592159,3592300,+,1484.0,GCA_000340215.1,141
AOTG01000575.1,908,2706,2886,6351,2707,2885,+,1491.8,GCA_000347475.1,178
HE978314.1,306630,308432,308625,312196,308433,308624,+,1508.8,GCA_000348985.1,191
HE978314.1,316054,317856,318049,321620,317857,318048,+,1508.8,GCA_000348985.1,191
KB932833.1,273,2066,2249,8895,2067,2248,+,1458.4,GCA_000392275.1,181
KE747834.1,2661,4458,4657,10808,4459,4656,+,1455.3,GCA_000465215.2,197
KI547142.1,349501,351296,351447,358044,351297,351446,+,1524.3,GCA_000497715.1,149
ASQE02000001.1,1397,3126,3312,6726,3127,3311,+,1099.1,GCA_000507465.4,184
ASQE02000001.1,8893,10615,10793,14182,10616,10792,+,1155.4,GCA_000507465.4,176
CP144541.1,3434139,3435989,3436155,3439642,3435990,3436154,+,1426.4,GCA_000512585.3,164
CP144541.1,3441694,3443485,3443651,3447168,3443486,3443650,+,1479.9,GCA_000512585.3,164
CP144541.1,3449202,3451004,3451170,3454688,3451005,3451169,+,1508.6,GCA_000512585.3,164
CP144541.1,3456743,3458544,3458710,3462176,3458545,3458709,+,1515.1,GCA_000512585.3,164
CP144541.1,3468457,3470177,3470343,3473699,3470178,3470342,+,1058.2,GCA_000512585.3,164
CP144541.1,3475654,3477405,3477571,3480986,3477406,3477570,+,1273.3,GCA_000512585.3,164
CP144541.1,3482904,3484671,3484837,3488304,3484672,3484836,+,1292.8,GCA_000512585.3,164
CP144527.1,643241,645037,645182,648694,645038,645181,+,1495.5,GCA_000512605.3,143
CP144527.1,651165,652961,653106,656598,652962,653105,+,1510.8,GCA_000512605.3,143
CP144527.1,659034,660819,660962,664465,660820,660961,+,1488.2,GCA_000512605.3,141
CP144527.1,666911,668705,668850,672362,668706,668849,+,1496.3,GCA_000512605.3,143
CP144527.1,674803,676590,676735,680226,676591,676734,+,1489.0,GCA_000512605.3,143
CP144527.1,682669,684455,684595,688097,684456,684594,+,1466.1,GCA_000512605.3,138
CP144527.1,690555,692334,692474,695944,692335,692473,+,1422.5,GCA_000512605.3,138
KI966428.1,214474,216264,216437,221448,216265,216436,+,1478.3,GCA_000525045.1,171
AMCY02000018.1,10791,12584,12753,17005,12585,12752,+,962.8,GCA_000527765.2,167
AMCY02000018.1,18516,20252,20419,24423,20253,20418,+,1088.6,GCA_000527765.2,165
AMCY02000018.1,25690,27486,27658,32198,27487,27657,+,1398.5,GCA_000527765.2,170
AMCY02000018.1,33467,35257,35430,40731,35258,35429,+,1409.9,GCA_000527765.2,171
HG793131.1,1122711,1124503,1124710,1128190,1124504,1124709,+,1501.0,GCA_000576695.1,205
KL197804.1,7274,9079,9255,13459,9080,9254,+,1525.2,GCA_000697665.1,174
KL411545.1,990762,992602,992727,999851,992603,992726,+,1403.0,GCA_000708205.1,123
JOWA01000106.1,249114,251251,251422,257188,251252,251421,+,951.0,GCA_000732125.1,169
KN042436.1,120295,122082,122239,126225,122083,122238,+,1481.1,GCA_000739165.1,155
BADS01000001.1,222538,224338,224509,228007,224339,224508,+,1527.0,GCA_000755205.1,169
JOKQ01000015.1,564,1947,2114,5750,1948,2113,+,533.4,GCA_000803265.1,165
JUDQ01000713.1,856,3451,3629,8172,3452,3628,+,1102.0,GCA_000812075.1,176
AZNG01000057.1,2725,4523,4690,10446,4524,4689,+,1420.1,GCA_000814965.1,165
AZNG01000001.1,2533322,2535117,2535255,2542148,2535118,2535254,+,1455.2,GCA_000814965.1,136
CBXB010000022.1,2700,4338,4438,8444,4339,4437,+,1407.6,GCA_000817185.1,98
AXCR01000015.1,705,2500,2689,6719,2501,2688,+,1446.8,GCA_000961545.1,187
CP010935.1,119134,120930,121148,124816,120931,121147,+,1457.7,GCA_001010845.1,216
CP010935.1,127298,129094,129312,132980,129095,129311,+,1457.7,GCA_001010845.1,216
CP010935.1,135462,137258,137476,140421,137259,137475,+,1457.7,GCA_001010845.1,216
LDEE01000003.1,877497,879290,879452,886720,879291,879451,+,1432.3,GCA_001021365.1,160
LJCY02000024.1,6956,8755,8926,12423,8756,8925,+,1522.3,GCA_001282315.2,169
LJCY02000025.1,11689,13264,13488,18693,13265,13487,+,1014.7,GCA_001282315.2,222
LJCY02000023.1,20167,21960,22166,26675,21961,22165,+,1437.0,GCA_001282315.2,204
LJCY02000010.1,2303595,2305389,2305596,2308261,2305390,2305595,+,1446.3,GCA_001282315.2,205
KQ474094.1,71649,73432,73585,78716,73433,73584,+,1286.6,GCA_001329695.1,151
KQ474094.1,80185,81979,82134,87812,81980,82133,+,1333.6,GCA_001329695.1,153
KQ474094.1,88781,90584,90739,96424,90585,90738,+,1404.9,GCA_001329695.1,153
KQ474094.1,97392,99193,99348,105027,99194,99347,+,1397.7,GCA_001329695.1,153
KQ474094.1,105995,107798,107953,113639,107799,107952,+,1393.6,GCA_001329695.1,153
KQ474094.1,114608,116411,116566,122247,116412,116565,+,1404.9,GCA_001329695.1,153
KQ474094.1,123216,125014,125169,130854,125015,125168,+,1383.3,GCA_001329695.1,153
KQ474094.1,131823,133626,133781,139466,133627,133780,+,1404.9,GCA_001329695.1,153
KQ474094.1,140435,142237,142392,148079,142238,142391,+,1381.9,GCA_001329695.1,153
KQ474094.1,149048,150851,151006,154767,150852,151005,+,1404.9,GCA_001329695.1,153
LLCA01000250.1,2240,4036,4224,7760,4037,4223,+,1491.2,GCA_001414375.1,186
LLCE01000309.1,1611,3408,3570,7181,3409,3569,+,1513.3,GCA_001414415.1,160
LGUB01000304.1,68,1421,1574,4147,1422,1573,+,554.6,GCA_001432165.1,151
LATX02000111.1,7136,8940,9162,12850,8941,9161,+,1526.1,GCA_001466705.2,220
LFWA01000002.1,609255,611058,611218,616306,611059,611217,+,1528.8,GCA_001477535.1,158
LCZG01000010.1,2215,4005,4150,11266,4006,4149,+,1415.9,GCA_001483325.1,143
LNGK01000003.1,666237,668030,668240,675278,668031,668239,+,1425.3,GCA_001510575.1,208
LJZU01000021.1,1533,3325,3477,7498,3326,3476,+,1420.2,GCA_001513805.1,150
LJOA01000010.1,2300,4096,4287,7861,4097,4286,+,1422.4,GCA_001513815.1,189
LJDD02000011.1,163211,165429,165636,171176,165430,165635,+,1447.1,GCA_001513825.2,205
LJDD02000011.1,172659,174877,175084,179967,174878,175083,+,1447.1,GCA_001513825.2,205
LSAX01000015.1,26276,28070,28227,33278,28071,28226,+,1447.4,GCA_001557505.1,155
BCGM01000003.1,940360,942150,942293,946529,942151,942292,+,1461.2,GCA_001599275.1,141
LWDY01000067.1,4931,6727,6885,10378,6728,6884,+,1450.7,GCA_001624995.1,156
LFIW01000531.1,712,2506,2683,6207,2507,2682,+,1439.0,GCA_001625285.1,175
KV440987.1,788644,790473,790671,793995,790474,790670,+,1393.4,GCA_001638985.2,196
KV440987.1,800726,801902,802100,806466,801903,802099,+,152.9,GCA_001638985.2,196
LTDL01000035.1,9259,10552,10662,12634,10553,10661,+,450.3,GCA_001642395.1,108
LVCJ01000071.1,146795,148964,149172,151836,148965,149171,+,1482.6,GCA_001646965.1,206
LVYI01000011.1,7347,9141,9343,15860,9142,9342,+,1481.5,GCA_001651985.1,200
CM008060.1,2728463,2730256,2730428,2733990,2730257,2730427,+,1451.8,GCA_001653235.2,170
JNNX01000010.1,1195,2993,3178,6851,2994,3177,+,1496.4,GCA_001657655.1,183
LTAN01000020.1,5753,7547,7704,11229,7548,7703,+,1439.1,GCA_001672515.1,155
LTAN01000015.1,7951,9745,9931,13456,9746,9930,+,1439.1,GCA_001672515.1,184
LTAN01000020.1,13967,15761,15895,19420,15762,15894,+,1439.1,GCA_001672515.1,132
LTAN01000015.1,16142,17936,18122,21647,17937,18121,+,1439.1,GCA_001672515.1,184
LZPB01000435.1,1455,3607,3803,8312,3608,3802,+,1240.6,GCA_001676865.1,194
MAEB01000001.1,1194,3420,3575,8927,3421,3574,+,1460.5,GCA_001680515.1,153
MAEC01000003.1,800,3435,3590,7675,3436,3589,+,1206.6,GCA_001680685.1,153
MAPW01000285.1,1986,3782,3992,9053,3783,3991,+,1486.8,GCA_001689995.1,208
MAPW01000285.1,10289,12084,12290,17352,12085,12289,+,1486.7,GCA_001689995.1,204
MAPW01000073.1,182559,184347,184557,189619,184348,184556,+,1486.9,GCA_001689995.1,208
MDSB01000019.1,2857,4657,4768,7828,4658,4767,+,1510.8,GCA_001754015.1,109
LYCR01000272.1,613,2410,2593,6069,2411,2592,+,1505.5,GCA_001792695.1,181
MARA01000119.1,5031,6833,7037,12500,6834,7036,+,1513.1,GCA_001792895.1,202
MARA01000083.1,7887,9684,9888,15351,9685,9887,+,1491.4,GCA_001792895.1,202
MARA01000083.1,18476,20279,20483,25946,20280,20482,+,1522.4,GCA_001792895.1,202
MARA01000106.1,22866,24667,24871,30329,24668,24870,+,1522.3,GCA_001792895.1,202
MARA01000083.1,29071,30874,31078,36541,30875,31077,+,1522.4,GCA_001792895.1,202
MARA01000083.1,39666,41469,41673,47136,41470,41672,+,1522.4,GCA_001792895.1,202
MARA01000070.1,104447,106250,106454,111915,106251,106453,+,1522.4,GCA_001792895.1,202
MJBS01000243.1,25755,27542,27722,31245,27543,27721,+,1277.6,GCA_001831195.1,178
LXKZ01000060.1,820,2612,2772,6868,2613,2771,+,1417.6,GCA_001856765.1,158
MJGA01000126.1,8278,10081,10281,13821,10082,10280,+,1517.1,GCA_001910725.1,198
MLYV02000761.1,6617,8420,8618,12450,8421,8617,+,1517.0,GCA_001913855.2,196
BCGG01000020.1,4,1800,1987,5939,1801,1986,+,1442.4,GCA_001950455.1,185
MKGJ01000002.1,181673,183465,183639,187314,183466,183638,+,1415.4,GCA_002018255.1,172
MKGM01000190.1,12319,14115,14323,21316,14116,14322,+,1422.4,GCA_002018265.1,206
MCFL01000296.1,2157,4048,4196,11573,4049,4195,+,1466.1,GCA_002102555.1,146
MCFL01000296.1,15694,17585,17733,25112,17586,17732,+,1466.1,GCA_002102555.1,146
MCFL01000080.1,72089,73980,74133,81496,73981,74132,+,1466.1,GCA_002102555.1,151
MCFL01000080.1,85658,87549,87702,95075,87550,87701,+,1466.1,GCA_002102555.1,151
