File	Gene	Count
GCA_004919595.1.gff	18s_rRNA	22
GCA_009806525.1.gff	18s_rRNA	22
GCA_028828185.1.gff	18s_rRNA	22
GCA_036785495.1.gff	18s_rRNA	22
GCA_900323505.1.gff	18s_rRNA	22
GCA_028828655.1.gff	18s_rRNA	21
GCA_028829765.1.gff	18s_rRNA	21
GCA_963556145.1.gff	18s_rRNA	21
GCA_004335155.1.gff	18s_rRNA	20
GCA_008477525.1.gff	18s_rRNA	20
GCA_013368375.1.gff	18s_rRNA	20
GCA_020736865.1.gff	18s_rRNA	20
GCA_022225955.2.gff	18s_rRNA	20
GCA_025024165.1.gff	18s_rRNA	20
GCA_025433545.1.gff	18s_rRNA	20
GCA_027406025.1.gff	18s_rRNA	20
GCA_028827405.1.gff	18s_rRNA	20
GCA_033807695.1.gff	18s_rRNA	20
GCA_004769165.1.gff	18s_rRNA	19
GCA_017499575.1.gff	18s_rRNA	19
GCA_019915145.1.gff	18s_rRNA	19
GCA_022023575.1.gff	18s_rRNA	19
GCA_037039515.1.gff	18s_rRNA	19
GCA_037952775.1.gff	18s_rRNA	19
GCA_911254575.1.gff	18s_rRNA	19
GCA_000151295.1.gff	18s_rRNA	18
GCA_004367215.1.gff	18s_rRNA	18
GCA_005498985.1.gff	18s_rRNA	18
GCA_016758755.1.gff	18s_rRNA	18
GCA_020736505.1.gff	18s_rRNA	18
GCA_026119265.1.gff	18s_rRNA	18
GCA_036630325.1.gff	18s_rRNA	18
GCA_036872635.1.gff	18s_rRNA	18
GCA_003184535.1.gff	18s_rRNA	17
GCA_015956445.1.gff	18s_rRNA	17
GCA_018417955.1.gff	18s_rRNA	17
GCA_022453515.1.gff	18s_rRNA	17
GCA_023512815.1.gff	18s_rRNA	17
GCA_025094145.1.gff	18s_rRNA	17
GCA_026119455.1.gff	18s_rRNA	17
GCA_028828085.1.gff	18s_rRNA	17
GCA_032718865.1.gff	18s_rRNA	17
GCA_939531405.1.gff	18s_rRNA	17
GCA_000507465.4.gff	18s_rRNA	16
GCA_002976275.1.gff	18s_rRNA	16
GCA_004011705.1.gff	18s_rRNA	16
GCA_004802645.1.gff	18s_rRNA	16
GCA_004936725.1.gff	18s_rRNA	16
GCA_019915075.1.gff	18s_rRNA	16
GCA_020827535.1.gff	18s_rRNA	16
GCA_020875535.1.gff	18s_rRNA	16
GCA_024305745.1.gff	18s_rRNA	16
GCA_024703715.1.gff	18s_rRNA	16
GCA_025504955.1.gff	18s_rRNA	16
GCA_028827555.1.gff	18s_rRNA	16
GCA_029168975.1.gff	18s_rRNA	16
GCA_030435595.1.gff	18s_rRNA	16
GCA_033439085.1.gff	18s_rRNA	16
GCA_034638275.1.gff	18s_rRNA	16
GCA_910574455.1.gff	18s_rRNA	16
GCA_928865425.1.gff	18s_rRNA	16
GCA_000240135.3.gff	18s_rRNA	15
GCA_001693025.2.gff	18s_rRNA	15
GCA_002847485.1.gff	18s_rRNA	15
GCA_004335205.1.gff	18s_rRNA	15
GCA_004522025.1.gff	18s_rRNA	15
GCA_012934285.1.gff	18s_rRNA	15
GCA_014466165.1.gff	18s_rRNA	15
GCA_018466975.1.gff	18s_rRNA	15
GCA_019155655.1.gff	18s_rRNA	15
GCA_019914985.1.gff	18s_rRNA	15
GCA_019915135.1.gff	18s_rRNA	15
GCA_022609225.1.gff	18s_rRNA	15
GCA_023213015.1.gff	18s_rRNA	15
GCA_025526935.1.gff	18s_rRNA	15
GCA_028827895.1.gff	18s_rRNA	15
GCA_002104935.1.gff	18s_rRNA	14
GCA_002778215.1.gff	18s_rRNA	14
GCA_002952155.1.gff	18s_rRNA	14
GCA_003314295.1.gff	18s_rRNA	14
GCA_003851025.1.gff	18s_rRNA	14
GCA_008271525.1.gff	18s_rRNA	14
GCA_021524915.1.gff	18s_rRNA	14
GCA_023014435.1.gff	18s_rRNA	14
GCA_023758075.1.gff	18s_rRNA	14
GCA_025388405.1.gff	18s_rRNA	14
GCA_025948275.1.gff	18s_rRNA	14
GCA_027946455.1.gff	18s_rRNA	14
GCA_029233265.1.gff	18s_rRNA	14
GCA_029378385.1.gff	18s_rRNA	14
GCA_036426115.1.gff	18s_rRNA	14
GCA_037043795.1.gff	18s_rRNA	14
GCA_000203795.2.gff	18s_rRNA	13
GCA_001302255.2.gff	18s_rRNA	13
GCA_002104985.1.gff	18s_rRNA	13
GCA_002847465.1.gff	18s_rRNA	13
GCA_004009845.1.gff	18s_rRNA	13
GCA_019431265.1.gff	18s_rRNA	13
GCA_020360975.1.gff	18s_rRNA	13
GCA_022702645.1.gff	18s_rRNA	13
GCA_023065405.1.gff	18s_rRNA	13
GCA_023184715.1.gff	18s_rRNA	13
GCA_023522825.1.gff	18s_rRNA	13
GCA_023650705.1.gff	18s_rRNA	13
GCA_024043175.1.gff	18s_rRNA	13
GCA_024345325.1.gff	18s_rRNA	13
GCA_024364755.1.gff	18s_rRNA	13
GCA_025766325.1.gff	18s_rRNA	13
GCA_026184415.1.gff	18s_rRNA	13
GCA_028011325.1.gff	18s_rRNA	13
GCA_028827165.1.gff	18s_rRNA	13
GCA_030407015.1.gff	18s_rRNA	13
GCA_037102785.1.gff	18s_rRNA	13
GCA_037576215.1.gff	18s_rRNA	13
GCA_038363925.1.gff	18s_rRNA	13
GCA_902806585.1.gff	18s_rRNA	13
GCA_928722275.1.gff	18s_rRNA	13
GCA_928852645.1.gff	18s_rRNA	13
GCA_002105175.1.gff	18s_rRNA	12
GCA_002251995.2.gff	18s_rRNA	12
GCA_004335285.1.gff	18s_rRNA	12
GCA_004367935.1.gff	18s_rRNA	12
GCA_011022315.1.gff	18s_rRNA	12
GCA_018092595.1.gff	18s_rRNA	12
GCA_019022425.1.gff	18s_rRNA	12
GCA_019188255.1.gff	18s_rRNA	12
GCA_022884055.1.gff	18s_rRNA	12
GCA_023014475.1.gff	18s_rRNA	12
GCA_025526995.1.gff	18s_rRNA	12
GCA_025617375.2.gff	18s_rRNA	12
GCA_028828465.1.gff	18s_rRNA	12
GCA_029298975.1.gff	18s_rRNA	12
GCA_029449245.1.gff	18s_rRNA	12
GCA_029906385.1.gff	18s_rRNA	12
GCA_035048745.1.gff	18s_rRNA	12
GCA_037102615.1.gff	18s_rRNA	12
GCA_038503065.1.gff	18s_rRNA	12
GCA_000003515.2.gff	18s_rRNA	11
GCA_000208805.1.gff	18s_rRNA	11
GCA_002900995.3.gff	18s_rRNA	11
GCA_003689225.1.gff	18s_rRNA	11
GCA_005350895.1.gff	18s_rRNA	11
GCA_007556495.1.gff	18s_rRNA	11
GCA_014462655.1.gff	18s_rRNA	11
GCA_015698045.1.gff	18s_rRNA	11
GCA_016906335.1.gff	18s_rRNA	11
GCA_019915015.1.gff	18s_rRNA	11
GCA_020272525.1.gff	18s_rRNA	11
GCA_023014335.1.gff	18s_rRNA	11
GCA_023213065.1.gff	18s_rRNA	11
GCA_024516155.1.gff	18s_rRNA	11
GCA_025526915.1.gff	18s_rRNA	11
GCA_025854295.1.gff	18s_rRNA	11
GCA_026119825.1.gff	18s_rRNA	11
GCA_029320655.1.gff	18s_rRNA	11
GCA_029378395.1.gff	18s_rRNA	11
GCA_033030345.1.gff	18s_rRNA	11
GCA_900291925.1.gff	18s_rRNA	11
GCA_928722295.1.gff	18s_rRNA	11
GCA_000512565.3.gff	18s_rRNA	10
GCA_001329695.1.gff	18s_rRNA	10
GCA_001689995.1.gff	18s_rRNA	10
GCA_003327735.1.gff	18s_rRNA	10
GCA_003415625.1.gff	18s_rRNA	10
GCA_003705745.3.gff	18s_rRNA	10
GCA_004522665.1.gff	18s_rRNA	10
GCA_006352305.1.gff	18s_rRNA	10
GCA_008694065.1.gff	18s_rRNA	10
GCA_014805725.1.gff	18s_rRNA	10
GCA_016584495.1.gff	18s_rRNA	10
GCA_020906515.1.gff	18s_rRNA	10
GCA_021525025.1.gff	18s_rRNA	10
GCA_022114105.1.gff	18s_rRNA	10
GCA_022506055.1.gff	18s_rRNA	10
GCA_022605425.2.gff	18s_rRNA	10
GCA_023079475.1.gff	18s_rRNA	10
GCA_023159155.1.gff	18s_rRNA	10
GCA_023184575.1.gff	18s_rRNA	10
GCA_024752465.1.gff	18s_rRNA	10
GCA_025331435.1.gff	18s_rRNA	10
GCA_026725115.1.gff	18s_rRNA	10
GCA_027921745.1.gff	18s_rRNA	10
GCA_028458525.1.gff	18s_rRNA	10
GCA_028502605.1.gff	18s_rRNA	10
GCA_028826965.1.gff	18s_rRNA	10
GCA_029289555.1.gff	18s_rRNA	10
GCA_029542765.1.gff	18s_rRNA	10
GCA_030347475.1.gff	18s_rRNA	10
GCA_030435615.1.gff	18s_rRNA	10
GCA_032927745.1.gff	18s_rRNA	10
GCA_033030425.1.gff	18s_rRNA	10
GCA_033439255.1.gff	18s_rRNA	10
GCA_033439795.1.gff	18s_rRNA	10
GCA_033458365.1.gff	18s_rRNA	10
GCA_033846785.1.gff	18s_rRNA	10
GCA_036785465.1.gff	18s_rRNA	10
GCA_928869825.1.gff	18s_rRNA	10
GCA_000002715.1.gff	18s_rRNA	9
GCA_000150735.2.gff	18s_rRNA	9
GCA_000300575.2.gff	18s_rRNA	9
GCA_001282315.2.gff	18s_rRNA	9
GCA_001792895.1.gff	18s_rRNA	9
GCA_002742255.2.gff	18s_rRNA	9
GCA_002778245.1.gff	18s_rRNA	9
GCA_004366825.1.gff	18s_rRNA	9
GCA_011319805.1.gff	18s_rRNA	9
GCA_014117465.1.gff	18s_rRNA	9
GCA_014461115.1.gff	18s_rRNA	9
GCA_014905825.1.gff	18s_rRNA	9
GCA_015039405.1.gff	18s_rRNA	9
GCA_015501065.1.gff	18s_rRNA	9
GCA_016165855.1.gff	18s_rRNA	9
GCA_016647625.1.gff	18s_rRNA	9
GCA_016807845.1.gff	18s_rRNA	9
GCA_016861735.1.gff	18s_rRNA	9
GCA_017871115.1.gff	18s_rRNA	9
GCA_019915035.1.gff	18s_rRNA	9
GCA_021596325.1.gff	18s_rRNA	9
GCA_022343325.1.gff	18s_rRNA	9
GCA_022963125.1.gff	18s_rRNA	9
GCA_023212975.1.gff	18s_rRNA	9
GCA_023212995.1.gff	18s_rRNA	9
GCA_023721895.2.gff	18s_rRNA	9
GCA_023757995.1.gff	18s_rRNA	9
GCA_023758025.1.gff	18s_rRNA	9
GCA_026873545.1.gff	18s_rRNA	9
GCA_027946475.1.gff	18s_rRNA	9
GCA_029203975.1.gff	18s_rRNA	9
GCA_029281495.1.gff	18s_rRNA	9
GCA_029282125.1.gff	18s_rRNA	9
GCA_029298855.1.gff	18s_rRNA	9
GCA_029372045.1.gff	18s_rRNA	9
GCA_029378255.1.gff	18s_rRNA	9
GCA_029467805.1.gff	18s_rRNA	9
GCA_033439725.1.gff	18s_rRNA	9
GCA_034638255.1.gff	18s_rRNA	9
GCA_038659295.1.gff	18s_rRNA	9
GCA_928724745.1.gff	18s_rRNA	9
GCA_947670415.1.gff	18s_rRNA	9
GCA_000003525.2.gff	18s_rRNA	8
GCA_000149555.1.gff	18s_rRNA	8
GCA_000209485.1.gff	18s_rRNA	8
GCA_000350065.2.gff	18s_rRNA	8
GCA_000512585.3.gff	18s_rRNA	8
GCA_000527765.2.gff	18s_rRNA	8
GCA_001910725.1.gff	18s_rRNA	8
GCA_002102555.1.gff	18s_rRNA	8
GCA_002110485.1.gff	18s_rRNA	8
GCA_002846915.2.gff	18s_rRNA	8
GCA_003942215.1.gff	18s_rRNA	8
GCA_008629635.2.gff	18s_rRNA	8
GCA_011074865.2.gff	18s_rRNA	8
GCA_011800055.1.gff	18s_rRNA	8
GCA_011800155.1.gff	18s_rRNA	8
GCA_013368755.1.gff	18s_rRNA	8
GCA_014898295.1.gff	18s_rRNA	8
GCA_015678955.1.gff	18s_rRNA	8
GCA_016758785.1.gff	18s_rRNA	8
GCA_017347545.2.gff	18s_rRNA	8
GCA_018357685.1.gff	18s_rRNA	8
GCA_018398605.1.gff	18s_rRNA	8
GCA_019059555.1.gff	18s_rRNA	8
GCA_019915245.1.gff	18s_rRNA	8
GCA_020631695.1.gff	18s_rRNA	8
GCA_020744255.1.gff	18s_rRNA	8
GCA_022059125.1.gff	18s_rRNA	8
GCA_022345005.1.gff	18s_rRNA	8
GCA_023278565.1.gff	18s_rRNA	8
GCA_023658535.1.gff	18s_rRNA	8
GCA_024713935.1.gff	18s_rRNA	8
GCA_025093985.1.gff	18s_rRNA	8
GCA_025330725.1.gff	18s_rRNA	8
GCA_026743855.1.gff	18s_rRNA	8
GCA_026745475.1.gff	18s_rRNA	8
GCA_027405735.1.gff	18s_rRNA	8
GCA_027943155.1.gff	18s_rRNA	8
GCA_028827525.1.gff	18s_rRNA	8
GCA_029379155.1.gff	18s_rRNA	8
GCA_029449235.1.gff	18s_rRNA	8
GCA_029489945.1.gff	18s_rRNA	8
GCA_030039265.1.gff	18s_rRNA	8
GCA_030062975.1.gff	18s_rRNA	8
GCA_030246685.1.gff	18s_rRNA	8
GCA_030578095.1.gff	18s_rRNA	8
GCA_032882995.1.gff	18s_rRNA	8
GCA_033807795.1.gff	18s_rRNA	8
GCA_034387635.1.gff	18s_rRNA	8
GCA_036810415.1.gff	18s_rRNA	8
GCA_036884675.1.gff	18s_rRNA	8
GCA_037178675.1.gff	18s_rRNA	8
GCA_037974945.1.gff	18s_rRNA	8
GCA_038021145.1.gff	18s_rRNA	8
GCA_038363915.1.gff	18s_rRNA	8
GCA_038503075.1.gff	18s_rRNA	8
GCA_900080155.1.gff	18s_rRNA	8
GCA_900102585.1.gff	18s_rRNA	8
GCA_900157415.1.gff	18s_rRNA	8
GCA_900239735.1.gff	18s_rRNA	8
GCA_900654225.1.gff	18s_rRNA	8
GCA_902498895.1.gff	18s_rRNA	8
GCA_903853725.1.gff	18s_rRNA	8
GCA_948474695.1.gff	18s_rRNA	8
GCA_000143565.1.gff	18s_rRNA	7
GCA_000149035.1.gff	18s_rRNA	7
GCA_000150825.1.gff	18s_rRNA	7
GCA_000218685.1.gff	18s_rRNA	7
GCA_000277815.3.gff	18s_rRNA	7
GCA_000383075.1.gff	18s_rRNA	7
GCA_000512605.3.gff	18s_rRNA	7
GCA_001592805.2.gff	18s_rRNA	7
GCA_001640025.2.gff	18s_rRNA	7
GCA_001723175.3.gff	18s_rRNA	7
GCA_002786045.1.gff	18s_rRNA	7
GCA_003290485.1.gff	18s_rRNA	7
GCA_003314645.1.gff	18s_rRNA	7
GCA_003547095.1.gff	18s_rRNA	7
GCA_003614705.1.gff	18s_rRNA	7
GCA_003856775.1.gff	18s_rRNA	7
GCA_003945565.1.gff	18s_rRNA	7
GCA_003955835.1.gff	18s_rRNA	7
GCA_007644065.1.gff	18s_rRNA	7
GCA_009938135.1.gff	18s_rRNA	7
GCA_010093715.1.gff	18s_rRNA	7
GCA_014334815.1.gff	18s_rRNA	7
GCA_014898435.1.gff	18s_rRNA	7
GCA_016584345.1.gff	18s_rRNA	7
GCA_016628075.1.gff	18s_rRNA	7
GCA_016630955.3.gff	18s_rRNA	7
GCA_018924745.1.gff	18s_rRNA	7
GCA_019022495.1.gff	18s_rRNA	7
GCA_019565615.1.gff	18s_rRNA	7
GCA_019976475.1.gff	18s_rRNA	7
GCA_020064725.1.gff	18s_rRNA	7
GCA_020091625.1.gff	18s_rRNA	7
GCA_020623625.1.gff	18s_rRNA	7
GCA_020744385.1.gff	18s_rRNA	7
GCA_021117315.1.gff	18s_rRNA	7
GCA_021399475.1.gff	18s_rRNA	7
GCA_021436955.2.gff	18s_rRNA	7
GCA_022376455.1.gff	18s_rRNA	7
GCA_022702605.1.gff	18s_rRNA	7
GCA_022818035.1.gff	18s_rRNA	7
GCA_022836555.1.gff	18s_rRNA	7
GCA_023065455.1.gff	18s_rRNA	7
GCA_023101225.1.gff	18s_rRNA	7
GCA_024713595.1.gff	18s_rRNA	7
GCA_024752435.1.gff	18s_rRNA	7
GCA_025094135.1.gff	18s_rRNA	7
GCA_025389085.1.gff	18s_rRNA	7
GCA_025504975.1.gff	18s_rRNA	7
GCA_026914185.1.gff	18s_rRNA	7
GCA_027406105.1.gff	18s_rRNA	7
GCA_028456235.1.gff	18s_rRNA	7
GCA_028456385.1.gff	18s_rRNA	7
GCA_028827025.1.gff	18s_rRNA	7
GCA_028827675.1.gff	18s_rRNA	7
GCA_028828445.1.gff	18s_rRNA	7
GCA_028828765.1.gff	18s_rRNA	7
GCA_029298705.1.gff	18s_rRNA	7
GCA_029490675.1.gff	18s_rRNA	7
GCA_029542785.1.gff	18s_rRNA	7
GCA_029542905.1.gff	18s_rRNA	7
GCA_030384665.1.gff	18s_rRNA	7
GCA_030407005.1.gff	18s_rRNA	7
GCA_030412805.1.gff	18s_rRNA	7
GCA_030512295.1.gff	18s_rRNA	7
GCA_032158425.1.gff	18s_rRNA	7
GCA_032164295.1.gff	18s_rRNA	7
GCA_032760415.1.gff	18s_rRNA	7
GCA_033439685.1.gff	18s_rRNA	7
GCA_033807595.1.gff	18s_rRNA	7
GCA_033955225.1.gff	18s_rRNA	7
GCA_034423695.1.gff	18s_rRNA	7
GCA_035985395.1.gff	18s_rRNA	7
GCA_036872735.1.gff	18s_rRNA	7
GCA_038094055.1.gff	18s_rRNA	7
GCA_928724755.1.gff	18s_rRNA	7
GCA_946403475.1.gff	18s_rRNA	7
GCA_000150705.2.gff	18s_rRNA	6
GCA_000785685.1.gff	18s_rRNA	6
GCA_001571465.2.gff	18s_rRNA	6
GCA_001638985.2.gff	18s_rRNA	6
GCA_001664045.1.gff	18s_rRNA	6
GCA_001720245.2.gff	18s_rRNA	6
GCA_002102565.1.gff	18s_rRNA	6
GCA_002105135.1.gff	18s_rRNA	6
GCA_002150815.3.gff	18s_rRNA	6
GCA_002973495.1.gff	18s_rRNA	6
GCA_002991585.1.gff	18s_rRNA	6
GCA_003184525.1.gff	18s_rRNA	6
GCA_003313425.1.gff	18s_rRNA	6
GCA_003665825.1.gff	18s_rRNA	6
GCA_003814445.1.gff	18s_rRNA	6
GCA_007896445.1.gff	18s_rRNA	6
GCA_009289805.1.gff	18s_rRNA	6
GCA_010203745.1.gff	18s_rRNA	6
GCA_010577765.1.gff	18s_rRNA	6
GCA_011799845.1.gff	18s_rRNA	6
GCA_013402915.1.gff	18s_rRNA	6
GCA_016097115.2.gff	18s_rRNA	6
GCA_016508695.1.gff	18s_rRNA	6
GCA_016612005.1.gff	18s_rRNA	6
GCA_016628065.1.gff	18s_rRNA	6
GCA_016758845.1.gff	18s_rRNA	6
GCA_016767195.1.gff	18s_rRNA	6
GCA_016800925.1.gff	18s_rRNA	6
GCA_017657125.1.gff	18s_rRNA	6
GCA_018257855.2.gff	18s_rRNA	6
GCA_018853505.1.gff	18s_rRNA	6
GCA_019671135.1.gff	18s_rRNA	6
GCA_019976485.1.gff	18s_rRNA	6
GCA_020081605.1.gff	18s_rRNA	6
GCA_020137385.1.gff	18s_rRNA	6
GCA_021272945.2.gff	18s_rRNA	6
GCA_023091675.1.gff	18s_rRNA	6
GCA_023184635.1.gff	18s_rRNA	6
GCA_023677585.1.gff	18s_rRNA	6
GCA_023757985.1.gff	18s_rRNA	6
GCA_023758015.1.gff	18s_rRNA	6
GCA_023853785.1.gff	18s_rRNA	6
GCA_023920165.1.gff	18s_rRNA	6
GCA_024613145.1.gff	18s_rRNA	6
GCA_025389075.1.gff	18s_rRNA	6
GCA_025765595.1.gff	18s_rRNA	6
GCA_025766245.1.gff	18s_rRNA	6
GCA_025769895.1.gff	18s_rRNA	6
GCA_025999795.1.gff	18s_rRNA	6
GCA_026151695.1.gff	18s_rRNA	6
GCA_027919855.1.gff	18s_rRNA	6
GCA_028751805.1.gff	18s_rRNA	6
GCA_028826915.1.gff	18s_rRNA	6
GCA_028828275.1.gff	18s_rRNA	6
GCA_029532415.1.gff	18s_rRNA	6
GCA_029532625.1.gff	18s_rRNA	6
GCA_029542885.1.gff	18s_rRNA	6
GCA_029542945.1.gff	18s_rRNA	6
GCA_029542965.1.gff	18s_rRNA	6
GCA_030549205.1.gff	18s_rRNA	6
GCA_030564385.1.gff	18s_rRNA	6
GCA_030575035.1.gff	18s_rRNA	6
GCA_033182465.1.gff	18s_rRNA	6
GCA_034406715.1.gff	18s_rRNA	6
GCA_038363865.1.gff	18s_rRNA	6
GCA_038381195.1.gff	18s_rRNA	6
GCA_039105145.1.gff	18s_rRNA	6
GCA_900208305.1.gff	18s_rRNA	6
GCA_903819665.1.gff	18s_rRNA	6
GCA_910574555.1.gff	18s_rRNA	6
GCA_949357655.1.gff	18s_rRNA	6
GCA_951802195.1.gff	18s_rRNA	6
GCA_964017145.1.gff	18s_rRNA	6
GCA_964023155.1.gff	18s_rRNA	6
GCA_000002945.3.gff	18s_rRNA	5
GCA_000003855.2.gff	18s_rRNA	5
GCA_000006335.3.gff	18s_rRNA	5
GCA_000146465.1.gff	18s_rRNA	5
GCA_000149335.2.gff	18s_rRNA	5
GCA_000151145.1.gff	18s_rRNA	5
GCA_000170995.2.gff	18s_rRNA	5
GCA_000439145.3.gff	18s_rRNA	5
GCA_000765035.1.gff	18s_rRNA	5
GCA_001986395.2.gff	18s_rRNA	5
GCA_002215965.1.gff	18s_rRNA	5
GCA_002287475.2.gff	18s_rRNA	5
GCA_002794775.1.gff	18s_rRNA	5
GCA_002796735.1.gff	18s_rRNA	5
